Date,AAPL,MSFT,GOOG,FB,AMZN
2018-01-02,168.33905029296875,84.12812805175781,1065.0,181.4199981689453,1189.010009765625
2018-01-03,168.3097381591797,84.51964569091797,1082.47998046875,184.6699981689453,1204.199951171875
2018-01-04,169.09152221679688,85.26354217529297,1086.4000244140625,184.3300018310547,1209.5899658203125
2018-01-05,171.0166778564453,86.32064819335938,1102.22998046875,186.85000610351562,1229.1400146484375
2018-01-08,170.38148498535156,86.40873718261719,1106.93994140625,188.27999877929688,1246.8699951171875
2018-01-09,170.36195373535156,86.35001373291016,1106.260009765625,187.8699951171875,1252.699951171875
2018-01-10,170.32284545898438,85.95848846435547,1102.6099853515625,187.83999633789062,1254.3299560546875
2018-01-11,171.2903289794922,86.21297454833984,1105.52001953125,187.77000427246094,1276.6800537109375
2018-01-12,173.05911254882812,87.70076751708984,1122.260009765625,179.3699951171875,1305.199951171875
2018-01-16,172.1796112060547,86.47725677490234,1121.760009765625,178.38999938964844,1304.8599853515625
2018-01-17,175.0233612060547,88.22931671142578,1131.97998046875,177.60000610351562,1295.0
2018-01-18,175.17971801757812,88.1901626586914,1129.7900390625,179.8000030517578,1293.3199462890625
2018-01-19,174.39794921875,88.09227752685547,1137.510009765625,181.2899932861328,1294.5799560546875
2018-01-22,172.97117614746094,89.66815185546875,1155.81005859375,185.3699951171875,1327.31005859375
2018-01-23,173.01025390625,89.95199584960938,1169.969970703125,189.35000610351562,1362.5400390625
2018-01-24,170.2544403076172,89.87370300292969,1164.239990234375,186.5500030517578,1357.510009765625
2018-01-25,167.2152099609375,90.37289428710938,1170.3699951171875,187.47999572753906,1377.949951171875
2018-01-26,167.60614013671875,92.06622314453125,1175.8399658203125,190.0,1402.050048828125
2018-01-29,164.13693237304688,91.92919158935547,1175.5799560546875,185.97999572753906,1417.6800537109375
2018-01-30,163.16946411132812,90.7741928100586,1163.68994140625,187.1199951171875,1437.8199462890625
2018-01-31,163.61898803710938,92.99607849121094,1169.93994140625,186.88999938964844,1450.8900146484375
2018-02-01,163.9610137939453,92.26197814941406,1167.699951171875,193.08999633789062,1390.0
2018-02-02,156.84674072265625,89.83454132080078,1111.9000244140625,190.27999877929688,1429.949951171875
2018-02-05,152.92800903320312,86.13467407226562,1055.800048828125,181.25999450683594,1390.0
2018-02-06,159.3191375732422,89.39408874511719,1080.5999755859375,185.30999755859375,1442.8399658203125
2018-02-07,155.9085693359375,87.7105484008789,1048.5799560546875,180.17999267578125,1416.780029296875
2018-02-08,151.61851501464844,83.20805358886719,1001.52001953125,171.5800018310547,1350.5
2018-02-09,153.4730224609375,86.31086730957031,1037.780029296875,176.11000061035156,1339.5999755859375
2018-02-12,159.6547393798828,87.24071502685547,1051.93994140625,176.41000366210938,1386.22998046875
2018-02-13,161.2541046142578,87.9258804321289,1052.0999755859375,173.14999389648438,1414.510009765625
2018-02-14,164.22720336914062,89.30264282226562,1069.699951171875,179.52000427246094,1451.050048828125
2018-02-15,169.74168395996094,91.1219482421875,1089.52001953125,179.9600067138672,1461.760009765625
2018-02-16,169.19219970703125,90.47289276123047,1094.800048828125,177.36000061035156,1448.68994140625
2018-02-20,168.6230926513672,91.18094635009766,1102.4599609375,176.00999450683594,1468.3499755859375
2018-02-21,167.8577423095703,89.97135925292969,1111.3399658203125,177.91000366210938,1482.9200439453125
2018-02-22,169.26089477539062,90.20738220214844,1106.6300048828125,178.99000549316406,1485.3399658203125
2018-02-23,172.20455932617188,92.49870300292969,1126.7900390625,183.2899932861328,1500.0
2018-02-26,175.60940551757812,93.83611297607422,1143.75,184.92999267578125,1521.949951171875
2018-02-27,175.04029846191406,92.6363754272461,1118.2900390625,181.4600067138672,1511.97998046875
2018-02-28,174.77536010742188,92.21351623535156,1104.72998046875,178.32000732421875,1512.449951171875
2018-03-01,171.71392822265625,91.30877685546875,1069.52001953125,175.94000244140625,1493.449951171875
2018-03-02,172.90122985839844,91.5054702758789,1078.9200439453125,176.6199951171875,1500.25
2018-03-05,173.49977111816406,92.0856704711914,1090.9300537109375,180.39999389648438,1523.6099853515625
2018-03-06,173.35260009765625,91.77098083496094,1095.06005859375,179.77999877929688,1537.6400146484375
2018-03-07,171.74339294433594,92.3020248413086,1109.6400146484375,183.7100067138672,1545.0
2018-03-08,173.6175079345703,92.86255645751953,1126.0,182.33999633789062,1551.8599853515625
2018-03-09,176.6004180908203,94.93753814697266,1160.0400390625,185.22999572753906,1578.8900146484375
2018-03-12,178.30775451660156,95.16371154785156,1164.5,184.75999450683594,1598.3900146484375
2018-03-13,176.59063720703125,92.8428955078125,1138.1700439453125,181.8800048828125,1588.1800537109375
2018-03-14,175.08934020996094,92.29218292236328,1149.489990234375,184.19000244140625,1591.0
2018-03-15,175.29539489746094,92.61671447753906,1149.5799560546875,183.86000061035156,1582.3199462890625
2018-03-16,174.67724609375,93.02973937988281,1135.72998046875,185.08999633789062,1571.6800537109375
2018-03-19,172.00831604003906,91.34811401367188,1099.8199462890625,172.55999755859375,1544.9300537109375
2018-03-20,171.94944763183594,91.58413696289062,1097.7099609375,168.14999389648438,1586.510009765625
